!SIL	SIL
<SPOKEN_NOISE>	SPN
ㅇㅣㅁᴥㅈㅗㅇᴥㅈㅜㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m8 e20 f12 m13 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅗㅇᴥㅊㅓㄹᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m8 e20 f14 m4 e7 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅗㅇᴥㅎㅕㄱᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m8 e20 f18 m6 e0 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅗㅇᴥㅎㅗᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m8 e20 f18 m8 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅜᴥㅇㅕㅂᴥ	f11 m20 e15 f12 m13 f11 m6 e16
ㅇㅣㅁᴥㅈㅜᴥㅎㅓㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m13 f18 m4 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅜᴥㅎㅕㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m13 f18 m6 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅜㄴᴥㅁㅗᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m13 e3 f6 m8 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅣᴥㄱㅠㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m20 f0 m17 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅣᴥㅇㅕㅇᴥ	f11 m20 e15 f12 m20 f11 m6 e20
ㅇㅣㅁᴥㅈㅣᴥㅇㅕㅇᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m20 f11 m6 e20 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅣᴥㅇㅝㄴᴥ	f11 m20 e15 f12 m20 f11 m14 e3
ㅇㅣㅁᴥㅈㅣᴥㅇㅝㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m20 f11 m14 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅣᴥㅇㅡㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m20 f11 m18 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅣᴥㅎㅕㄴᴥ	f11 m20 e15 f12 m20 f18 m6 e3
ㅇㅣㅁᴥㅈㅣᴥㅎㅖᴥ	f11 m20 e15 f12 m20 f18 m7
ㅇㅣㅁᴥㅈㅣᴥㅎㅗᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m20 f18 m8 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅣᴥㅎㅜㄴᴥ	f11 m20 e15 f12 m20 f18 m13 e3
ㅇㅣㅁᴥㅈㅣᴥㅎㅜㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m20 f18 m13 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅣㄴᴥㄱㅏㄱᴥ	f11 m20 e15 f12 m20 e3 f0 m0 e0
ㅇㅣㅁᴥㅈㅣㄴᴥㄱㅏㅇᴥ	f11 m20 e15 f12 m20 e3 f0 m0 e20
ㅇㅣㅁᴥㅈㅣㄴᴥㅁㅗᴥ	f11 m20 e15 f12 m20 e3 f6 m8
ㅇㅣㅁᴥㅈㅣㄴᴥㅅㅓㅂᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m20 e3 f9 m4 e16 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅣㄴᴥㅅㅜᴥ	f11 m20 e15 f12 m20 e3 f9 m13
ㅇㅣㅁᴥㅈㅣㄴᴥㅅㅜᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m20 e3 f9 m13 f11 m5 f0 m5
ㅇㅣㅁᴥㅈㅣㄴᴥㅈㅜᴥ	f11 m20 e15 f12 m20 e3 f12 m13
ㅇㅣㅁᴥㅈㅣㄴᴥㅎㅕㄴᴥ	f11 m20 e15 f12 m20 e3 f18 m6 e3
ㅇㅣㅁᴥㅈㅣㄴᴥㅎㅗᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f12 m20 e3 f18 m8 f11 m5 f0 m5
ㅇㅣㅁᴥㅊㅏᴥㅈㅏㅇᴥ	f11 m20 e15 f14 m0 f12 m0 e20
ㅇㅣㅁᴥㅊㅏㅇᴥㅁㅣᴥ	f11 m20 e15 f14 m0 e20 f6 m20
ㅇㅣㅁᴥㅊㅏㅇᴥㅈㅓㅇᴥ	f11 m20 e15 f14 m0 e20 f12 m4 e20
ㅇㅣㅁᴥㅊㅐᴥㄱㅏㅇᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f14 m1 f0 m0 e20 f11 m5 f0 m5
ㅇㅣㅁᴥㅊㅐᴥㄱㅘㅇᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f14 m1 f0 m9 e20 f11 m5 f0 m5
ㅇㅣㅁᴥㅊㅐᴥㅇㅕㄴᴥ	f11 m20 e15 f14 m1 f11 m6 e3
ㅇㅣㅁᴥㅊㅐᴥㅎㅘㄴᴥ	f11 m20 e15 f14 m1 f18 m9 e3
ㅇㅣㅁᴥㅊㅐᴥㅎㅜㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f14 m1 f18 m13 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅊㅓㄹᴥㅂㅣㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f14 m4 e7 f7 m20 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅊㅓㄹᴥㅇㅕㅇᴥ	f11 m20 e15 f14 m4 e7 f11 m6 e20
ㅇㅣㅁᴥㅊㅓㄹᴥㅇㅗㄱᴥ	f11 m20 e15 f14 m4 e7 f11 m8 e0
ㅇㅣㅁᴥㅊㅗᴥ2ㄹㅣᴥ	f11 m20 e15 f14 m8 n2 f5 m20
ㅇㅣㅁᴥㅊㅗᴥㄹㅣᴥ	f11 m20 e15 f14 m8 f5 m20
ㅇㅣㅁᴥㅊㅗᴥㅂㅏㅁᴥㅇㅏㄴᴥㄱㅗㄹᴥㄹㅗᴥ	f11 m20 e15 f14 m8 f7 m0 e15 f11 m0 e3 f0 m8 e7 f5 m8
ㅇㅣㅁᴥㅊㅜㄴᴥㅅㅣㄱᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f14 m13 e3 f9 m20 e0 f11 m5 f0 m5
ㅇㅣㅁᴥㅊㅜㅇᴥㅇㅝㄴᴥㅇㅣᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f14 m13 e20 f11 m14 e3 f11 m20 f11 m5 f0 m5
ㅇㅣㅁᴥㅋㅗㅇᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f15 m8 e20 f11 m5 f0 m5
ㅇㅣㅁᴥㅌㅐᴥㄱㅠㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f16 m1 f0 m17 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅌㅐᴥㅈㅜㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f16 m1 f12 m13 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅌㅐᴥㅎㅜㄴᴥ	f11 m20 e15 f16 m1 f18 m13 e3
ㅇㅣㅁᴥㅍㅏᴥㅅㅡᴥㅌㅗᴥ	f11 m20 e15 f17 m0 f9 m18 f16 m8
ㅇㅣㅁᴥㅍㅏᴥㅇㅣㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f17 m0 f11 m20 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅍㅓㄹᴥㅅㅡᴥ	f11 m20 e15 f17 m4 e7 f9 m18
ㅇㅣㅁᴥㅍㅔᴥㄹㅣᴥㅇㅓㄹᴥ	f11 m20 e15 f17 m5 f5 m20 f11 m4 e7
ㅇㅣㅁᴥㅍㅔᴥㄹㅣᴥㅇㅓㄹᴥcc	f11 m20 e15 f17 m5 f5 m20 f11 m4 e7 c c
ㅇㅣㅁᴥㅍㅔᴥㄹㅣᴥㅇㅓㄹᴥㄹㅔᴥㅇㅣᴥㅋㅡᴥcc	f11 m20 e15 f17 m5 f5 m20 f11 m4 e7 f5 m5 f11 m20 f15 m18 c c
ㅇㅣㅁᴥㅍㅔᴥㄹㅣᴥㅇㅓㄹᴥㅌㅏᴥㅇㅝᴥ	f11 m20 e15 f17 m5 f5 m20 f11 m4 e7 f16 m0 f11 m14
ㅇㅣㅁᴥㅍㅔᴥㄹㅣᴥㅇㅓㄹᴥㅍㅐㄹᴥㄹㅣᴥㅅㅡᴥ	f11 m20 e15 f17 m5 f5 m20 f11 m4 e7 f17 m1 e7 f5 m20 f9 m18
ㅇㅣㅁᴥㅍㅗᴥㅂㅏㅇᴥㅍㅏᴥㅈㅔᴥ	f11 m20 e15 f17 m8 f7 m0 e20 f17 m0 f12 m5
ㅇㅣㅁᴥㅍㅡㄹᴥㄹㅏᴥㅇㅣㄴᴥ	f11 m20 e15 f17 m18 e7 f5 m0 f11 m20 e3
ㅇㅣㅁᴥㅍㅡㄹᴥㄹㅏㄴᴥㅌㅡᴥ	f11 m20 e15 f17 m18 e7 f5 m0 e3 f16 m18
ㅇㅣㅁᴥㅍㅡㄹᴥㄹㅏㄴᴥㅌㅣᴥㅅㅡᴥ	f11 m20 e15 f17 m18 e7 f5 m0 e3 f16 m20 f9 m18
ㅇㅣㅁᴥㅍㅡㄹᴥㄹㅓᴥㅅㅡᴥ	f11 m20 e15 f17 m18 e7 f5 m4 f9 m18
ㅇㅣㅁᴥㅍㅣᴥㅁㅕㄴᴥㅅㅏᴥㅁㅜᴥㅅㅗᴥ	f11 m20 e15 f17 m20 f6 m6 e3 f9 m0 f6 m13 f9 m8
ㅇㅣㅁᴥㅎㅏㄱᴥㅇㅕㄱᴥ	f11 m20 e15 f18 m0 e0 f11 m6 e0
ㅇㅣㅁᴥㅎㅏㄴᴥㅇㅕㅇᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m0 e3 f11 m6 e20 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅏㅇᴥㄹㅗᴥ	f11 m20 e15 f18 m0 e20 f5 m8
ㅇㅣㅁᴥㅎㅑㅇᴥㅅㅜㄱᴥ	f11 m20 e15 f18 m2 e20 f9 m13 e0
ㅇㅣㅁᴥㅎㅓㄴᴥㅂㅐㄱᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m4 e3 f7 m1 e0 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅕㄴᴥㅁㅜㄱᴥ	f11 m20 e15 f18 m6 e3 f6 m13 e0
ㅇㅣㅁᴥㅎㅕㄴᴥㅁㅜㄱᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m6 e3 f6 m13 e0 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅕㄴᴥㅅㅜᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m6 e3 f9 m13 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅕㄴᴥㅅㅜㄱᴥ	f11 m20 e15 f18 m6 e3 f9 m13 e0
ㅇㅣㅁᴥㅎㅕㄴᴥㅅㅜㄱᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m6 e3 f9 m13 e0 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅕㄴᴥㅈㅜᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m6 e3 f12 m13 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅕㄴᴥㅈㅜㄴᴥ	f11 m20 e15 f18 m6 e3 f12 m13 e3
ㅇㅣㅁᴥㅎㅕㅇᴥㄱㅠᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m6 e20 f0 m17 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅕㅇᴥㅂㅣㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m6 e20 f7 m20 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅕㅇᴥㅅㅓㄱᴥㄴㅣㅁᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m6 e20 f9 m4 e0 f2 m20 e15 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅖᴥㄹㅕㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m7 f5 m6 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅖᴥㅈㅣㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m7 f12 m20 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅗㅇᴥㅅㅜᴥ	f11 m20 e15 f18 m8 e20 f9 m13
ㅇㅣㅁᴥㅎㅗㅇᴥㅅㅣㄱᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m8 e20 f9 m20 e0 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅛᴥㅅㅓㄴᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m12 f9 m4 e3 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅛᴥㅅㅓㅇᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m12 f9 m4 e20 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅛᴥㅈㅜᴥ	f11 m20 e15 f18 m12 f12 m13
ㅇㅣㅁᴥㅎㅜㄴᴥㅎㅗᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m13 e3 f18 m8 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅢᴥㅈㅐᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e15 f18 m19 f12 m1 f11 m5 f0 m5
ㅇㅣㅁᴥㅎㅢᴥㅈㅣᴥ	f11 m20 e15 f18 m19 f12 m20
ㅇㅣㅂᴥ	f11 m20 e16
ㅇㅣㅂᴥㄱㅗㄱᴥㄹㅣᴥ	f11 m20 e16 f0 m8 e0 f5 m20
ㅇㅣㅂᴥㄱㅗㄱᴥㅈㅓᴥㅅㅜᴥㅈㅣᴥ	f11 m20 e16 f0 m8 e0 f12 m4 f9 m13 f12 m20
ㅇㅣㅂᴥㄱㅜᴥ	f11 m20 e16 f0 m13
ㅇㅣㅂᴥㄱㅜᴥㅈㅓㅁᴥ	f11 m20 e16 f0 m13 f12 m4 e15
ㅇㅣㅂᴥㄱㅜㄱᴥ	f11 m20 e16 f0 m13 e0
ㅇㅣㅂᴥㄴㅣᴥㄷㅏᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e16 f2 m20 f3 m0 f11 m5 f0 m5
ㅇㅣㅂᴥㄷㅐᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e16 f3 m1 f11 m5 f0 m5
ㅇㅣㅂᴥㅁㅕㄴᴥㄹㅗᴥ	f11 m20 e16 f6 m6 e3 f5 m8
ㅇㅣㅂᴥㅅㅓㄱᴥ	f11 m20 e16 f9 m4 e0
ㅇㅣㅂᴥㅅㅓㄱᴥㄷㅗㅇᴥ	f11 m20 e16 f9 m4 e0 f3 m8 e20
ㅇㅣㅂᴥㅅㅓㄱᴥㄹㅗᴥ1ㄱㅣㄹᴥ	f11 m20 e16 f9 m4 e0 f5 m8 n1 f0 m20 e7
ㅇㅣㅂᴥㅅㅓㄱᴥㄹㅣᴥ	f11 m20 e16 f9 m4 e0 f5 m20
ㅇㅣㅂᴥㅅㅓㄹᴥㅁㅣㄴᴥㅇㅣᴥㅇㅔᴥㄱㅔᴥ	f11 m20 e16 f9 m4 e7 f6 m20 e3 f11 m20 f11 m5 f0 m5
ㅇㅣㅂᴥㅅㅣᴥ	f11 m20 e16 f9 m20
ㅇㅣㅂᴥㅅㅣㄹᴥㄹㅗᴥ	f11 m20 e16 f9 m20 e7 f5 m8
ㅇㅣㅂᴥㅅㅣㄹᴥㅊㅗᴥㄷㅡㅇᴥ	f11 m20 e16 f9 m20 e7 f14 m8 f3 m18 e20
ㅇㅣㅂᴥㅇㅏㅁᴥ	f11 m20 e16 f11 m0 e15
ㅇㅣㅂᴥㅇㅏㅁᴥㄷㅗㅇᴥ	f11 m20 e16 f11 m0 e15 f3 m8 e20
ㅇㅣㅂᴥㅇㅏㅁᴥㄹㅣᴥ	f11 m20 e16 f11 m0 e15 f5 m20
ㅇㅣㅂᴥㅇㅏㅁᴥㅁㅕㄴᴥ	f11 m20 e16 f11 m0 e15 f6 m6 e3
ㅇㅣㅂᴥㅇㅕㅇᴥ	f11 m20 e16 f11 m6 e20
ㅇㅣㅂᴥㅇㅣᴥ	f11 m20 e16 f11 m20
ㅇㅣㅂᴥㅈㅏㅇᴥ	f11 m20 e16 f12 m0 e20
ㅇㅣㅂᴥㅈㅏㅇᴥㅁㅕㄴᴥ	f11 m20 e16 f12 m0 e20 f6 m6 e3
ㅇㅣㅂᴥㅈㅏㅇᴥㅁㅕㄴᴥㅅㅏᴥㅁㅜᴥㅅㅗᴥ	f11 m20 e16 f12 m0 e20 f6 m6 e3 f9 m0 f6 m13 f9 m8
ㅇㅣㅂᴥㅈㅏㅇᴥㅈㅓᴥㅅㅜᴥㅈㅣᴥ	f11 m20 e16 f12 m0 e20 f12 m4 f9 m13 f12 m20
ㅇㅣㅂᴥㅈㅜᴥ	f11 m20 e16 f12 m13
ㅇㅣㅅᴥㄷㅏᴥㅈㅔᴥㄱㅘᴥ	f11 m20 e18 f3 m0 f12 m5 f0 m9
ㅇㅣㅅᴥㅅㅟᴥ	f11 m20 e18 f9 m16
ㅇㅣㅅᴥㅊㅡᴥ	f11 m20 e18 f14 m18
ㅇㅣㅅᴥㅊㅡᴥㅅㅡᴥㅋㅣㄴᴥ	f11 m20 e18 f14 m18 f9 m18 f15 m20 e3
ㅇㅣㅅᴥㅊㅡᴥㅎㅏㄴᴥㅂㅜㄹᴥ	f11 m20 e18 f14 m18 f18 m0 e3 f7 m13 e7
ㅇㅣㅆᴥㄴㅑᴥㄱㅗᴥ	f11 m20 e19 f2 m2 f0 m8
ㅇㅣㅆᴥㄴㅡㄴᴥ	f11 m20 e19 f2 m18 e3
ㅇㅣㅆᴥㄴㅡㄴᴥㄱㅓㄴᴥ	f11 m20 e19 f2 m18 e3 f0 m4 e3
ㅇㅣㅆᴥㄴㅡㄴᴥㄷㅔᴥ	f11 m20 e19 f2 m18 e3 f3 m5
ㅇㅣㅆᴥㄴㅣᴥ	f11 m20 e19 f2 m20
ㅇㅣㅆᴥㄷㅏᴥ	f11 m20 e19 f3 m0
ㅇㅣㅆᴥㄷㅓㄴᴥ	f11 m20 e19 f3 m4 e3
ㅇㅣㅆᴥㅅㅗᴥ	f11 m20 e19 f9 m8
ㅇㅣㅆᴥㅇㅓᴥ	f11 m20 e19 f11 m4
ㅇㅣㅆᴥㅈㅣᴥ	f11 m20 e19 f12 m20
ㅇㅣㅇᴥㄱㅡㄹᴥㄹㅜᴥ	f11 m20 e20 f0 m18 e7 f5 m13
ㅇㅣㅇᴥㅇㅓᴥㅉㅣㅁᴥ	f11 m20 e20 f11 m4 f13 m20 e15
ㅇㅣㅇᴥㅋㅡᴥ	f11 m20 e20 f15 m18
ㅇㅣㅇᴥㅋㅡᴥㅊㅜㅇᴥㅈㅓㄴᴥ	f11 m20 e20 f15 m18 f14 m13 e20 f12 m4 e3
ㅇㅣㅇᴥㅋㅡᴥㅊㅜㅇᴥㅈㅓㄴᴥㅂㅏㅇᴥ	f11 m20 e20 f15 m18 f14 m13 e20 f12 m4 e3 f7 m0 e20
ㅈㅏᴥ	f12 m0
ㅈㅏᴥㄱㅏㄹᴥㅁㅏᴥㄷㅏㅇᴥ	f12 m0 f0 m0 e7 f6 m0 f3 m0 e20
ㅈㅏᴥㄱㅏㄹᴥㅊㅣᴥ	f12 m0 f0 m0 e7 f14 m20
ㅈㅏᴥㄱㅏㄹᴥㅊㅣᴥㅅㅣᴥㅈㅏㅇᴥ	f12 m0 f0 m0 e7 f14 m20 f9 m20 f12 m0 e20
ㅈㅏᴥㄱㅏㄹᴥㅊㅣᴥㅇㅕㄱᴥ	f12 m0 f0 m0 e7 f14 m20 f11 m6 e0
ㅈㅏᴥㄱㅐᴥㄱㅗㄹᴥ	f12 m0 f0 m1 f0 m8 e7
ㅈㅏᴥㄱㅕㄱᴥㅅㅣᴥㅎㅓㅁᴥㅈㅏㅇᴥ	f12 m0 f0 m6 e0 f9 m20 f18 m4 e15 f12 m0 e20
ㅈㅏᴥㄱㅕㅇᴥㅇㅣᴥ	f12 m0 f0 m6 e20 f11 m20
ㅈㅏᴥㄱㅗㄱᴥㄹㅗᴥ	f12 m0 f0 m8 e0 f5 m8
ㅈㅏᴥㄱㅘㅇᴥㅇㅝㄴᴥ	f12 m0 f0 m9 e20 f11 m14 e3
ㅈㅏᴥㄱㅜㄹᴥㅅㅏㄴᴥ	f12 m0 f0 m13 e7 f9 m0 e3
ㅈㅏᴥㄱㅡㅁᴥㄷㅗㅇᴥ	f12 m0 f0 m18 e15 f3 m8 e20
ㅈㅏᴥㄱㅡㅁᴥㅅㅓㅇᴥ	f12 m0 f0 m18 e15 f9 m4 e20
ㅈㅏᴥㄱㅣᴥ	f12 m0 f0 m20
ㅈㅏᴥㄱㅣᴥㅇㅑᴥ	f12 m0 f0 m20 f11 m2
ㅈㅏᴥㄱㅣᴥㅇㅑᴥㅇㅔᴥㄱㅔᴥ	f12 m0 f0 m20 f11 m2 f11 m5 f0 m5
ㅈㅏᴥㄱㅣᴥㅇㅔᴥ	f12 m0 f0 m20 f11 m5
ㅈㅏᴥㄱㅣᴥㅇㅔᴥㄱㅔᴥ	f12 m0 f0 m20 f11 m5 f0 m5
ㅈㅏᴥㄱㅣᴥㅎㅏㄴᴥㅌㅔᴥ	f12 m0 f0 m20 f18 m0 e3 f16 m5
ㅈㅏᴥㄱㅣㅇᴥㅇㅔᴥㄱㅔᴥ	f12 m0 f0 m20 e20 f11 m5 f0 m5
ㅈㅏᴥㄴㅣᴥㅊㅔᴥㅇㅔᴥㄱㅔᴥ	f12 m0 f2 m20 f14 m5 f11 m5 f0 m5
ㅈㅏᴥㄷㅏㅁᴥ	f12 m0 f3 m0 e15
ㅈㅏᴥㄷㅏㅁᴥㅊㅣᴥㅋㅣㄴᴥ	f12 m0 f3 m0 e15 f14 m20 f15 m20 e3
ㅈㅏᴥㄷㅗㅇᴥ	f12 m0 f3 m8 e20
ㅈㅏᴥㄷㅗㅇᴥㄱㅣᴥ	f12 m0 f3 m8 e20 f0 m20
ㅈㅏᴥㄷㅗㅇᴥㅁㅜㄴᴥ	f12 m0 f3 m8 e20 f6 m13 e3
ㅈㅏᴥㄷㅗㅇᴥㅅㅓㄴᴥㄱㅜㄱᴥ	f12 m0 f3 m8 e20 f9 m4 e3 f0 m13 e0
ㅈㅏᴥㄷㅗㅇᴥㅈㅔᴥㅇㅓᴥ	f12 m0 f3 m8 e20 f12 m5 f11 m4
ㅈㅏᴥㄷㅗㅇᴥㅊㅏᴥ	f12 m0 f3 m8 e20 f14 m0
ㅈㅏᴥㄷㅗㅇᴥㅊㅏᴥㄱㅓㅁᴥㅅㅏᴥㅅㅗᴥ	f12 m0 f3 m8 e20 f14 m0 f0 m4 e15 f9 m0 f9 m8
ㅈㅏᴥㄷㅗㅇᴥㅊㅏᴥㄱㅡㄱᴥㅈㅏㅇᴥ	f12 m0 f3 m8 e20 f14 m0 f0 m18 e0 f12 m0 e20
ㅈㅏᴥㄷㅗㅇᴥㅊㅏᴥㄹㅡㄹᴥ	f12 m0 f3 m8 e20 f14 m0 f5 m18 e7
ㅈㅏᴥㄷㅗㅇᴥㅊㅏᴥㅁㅏᴥㅇㅡㄹᴥ	f12 m0 f3 m8 e20 f14 m0 f6 m0 f11 m18 e7
ㅈㅏᴥㄷㅗㅇᴥㅊㅏᴥㅅㅣᴥㅈㅏㅇᴥ1ㄱㅣㄹᴥ	f12 m0 f3 m8 e20 f14 m0 f9 m20 f12 m0 e20 n1 f0 m20 e7
ㅈㅏᴥㄷㅗㅇᴥㅊㅏᴥㅇㅔᴥㄱㅔᴥ	f12 m0 f3 m8 e20 f14 m0 f11 m5 f0 m5
ㅈㅏᴥㄷㅗㅇᴥㅊㅏᴥㅇㅜㄴᴥㅈㅓㄴᴥㅈㅓㄴᴥㅁㅜㄴᴥㅎㅏㄱᴥㅇㅝㄴᴥ	f12 m0 f3 m8 e20 f14 m0 f11 m13 e3 f12 m4 e3 f12 m4 e3 f6 m13 e3 f18 m0 e0 f11 m14 e3
ㅈㅏᴥㄷㅡㅇᴥㄹㅣᴥ	f12 m0 f3 m18 e20 f5 m20
ㅈㅏᴥㄸㅐㅇᴥㅆㅣᴥㅇㅔᴥㄱㅔᴥ	f12 m0 f4 m1 e20 f10 m20 f11 m5 f0 m5
ㅈㅏᴥㄹㅏᴥ	f12 m0 f5 m0
ㅈㅏᴥㄹㅏᴥㅅㅓㅁᴥ	f12 m0 f5 m0 f9 m4 e15
ㅈㅏᴥㄹㅏㅇᴥ	f12 m0 f5 m0 e20
ㅈㅏᴥㄹㅛᴥ	f12 m0 f5 m12
ㅈㅏᴥㄹㅣㅂᴥ	f12 m0 f5 m20 e16
ㅈㅏᴥㅁㅏᴥㄹㅣᴥ1ㄱㅣㄹᴥ	f12 m0 f6 m0 f5 m20 n1 f0 m20 e7
ㅈㅏᴥㅁㅏᴥㅇㅣᴥㅋㅏᴥ	f12 m0 f6 m0 f11 m20 f15 m0
ㅈㅏᴥㅁㅐᴥ	f12 m0 f6 m1
ㅈㅏᴥㅁㅐᴥㄴㅣㅁᴥㅇㅔᴥㄱㅔᴥ	f12 m0 f6 m1 f2 m20 e15 f11 m5 f0 m5
ㅈㅏᴥㅁㅐᴥㅂㅠᴥ	f12 m0 f6 m1 f7 m17
ㅈㅏᴥㅁㅐᴥㅇㅔᴥㄱㅔᴥ	f12 m0 f6 m1 f11 m5 f0 m5
ㅈㅏᴥㅁㅕㅇᴥ	f12 m0 f6 m6 e20
ㅈㅏᴥㅁㅗᴥ	f12 m0 f6 m8
ㅈㅏᴥㅁㅗᴥㅇㅕᴥㅅㅓㅇᴥㅂㅕㅇᴥㅇㅝㄴᴥ	f12 m0 f6 m8 f11 m6 f9 m4 e20 f7 m6 e20 f11 m14 e3
ㅈㅏᴥㅁㅗㅇᴥ	f12 m0 f6 m8 e20
ㅈㅏᴥㅁㅣᴥㄱㅜㅇᴥ	f12 m0 f6 m20 f0 m13 e20
ㅈㅏᴥㅁㅣᴥㅇㅝㄴᴥㄱㅣㄹᴥ	f12 m0 f6 m20 f11 m14 e3 f0 m20 e7
ㅈㅏᴥㅁㅣᴥㅇㅝㄴᴥㅇㅕㄱᴥ	f12 m0 f6 m20 f11 m14 e3 f11 m6 e0
ㅈㅏᴥㅂㅏㄴᴥ	f12 m0 f7 m0 e3
ㅈㅏᴥㅂㅗㅇᴥ	f12 m0 f7 m8 e20
ㅈㅏᴥㅅㅏㄴᴥ	f12 m0 f9 m0 e3
ㅈㅏᴥㅅㅏㄴᴥㄹㅣᴥ	f12 m0 f9 m0 e3 f5 m20
ㅈㅏᴥㅅㅐㅇᴥ	f12 m0 f9 m1 e20
ㅈㅏᴥㅅㅐㅇᴥㅎㅏㄴᴥㅂㅏㅇᴥㅂㅕㅇᴥㅇㅝㄴᴥ	f12 m0 f9 m1 e20 f18 m0 e3 f7 m0 e20 f7 m6 e20 f11 m14 e3
ㅈㅏᴥㅅㅓㄴᴥ	f12 m0 f9 m4 e3
